Rank,ResumeID,Score,Query
2063,R008787,1,"sql"
2064,R008789,1,"sql"
2065,R008794,1,"sql"
2066,R008795,1,"sql"
2067,R008799,1,"sql"
2068,R008802,1,"sql"
2069,R008804,1,"sql"
2070,R008805,1,"sql"
2071,R008807,1,"sql"
2072,R008809,1,"sql"
2073,R008812,1,"sql"
2074,R008821,1,"sql"
2075,R008825,1,"sql"
2076,R008826,1,"sql"
2077,R008829,1,"sql"
2078,R008833,1,"sql"
2079,R008839,1,"sql"
2080,R008841,1,"sql"
2081,R008842,1,"sql"
2082,R008849,1,"sql"
2083,R008850,1,"sql"
2084,R008852,1,"sql"
2085,R008855,1,"sql"
2086,R008859,1,"sql"
2087,R008860,1,"sql"
2088,R008865,1,"sql"
2089,R008867,1,"sql"
2090,R008869,1,"sql"
2091,R008873,1,"sql"
2092,R008877,1,"sql"
2093,R008879,1,"sql"
2094,R008884,1,"sql"
2095,R008885,1,"sql"
2096,R008886,1,"sql"
2097,R008901,1,"sql"
2098,R008909,1,"sql"
2099,R008912,1,"sql"
2100,R008914,1,"sql"
2101,R008915,1,"sql"
2102,R008921,1,"sql"
2103,R008935,1,"sql"
2104,R008942,1,"sql"
2105,R008943,1,"sql"
2106,R008944,1,"sql"
2107,R008955,1,"sql"
2108,R008959,1,"sql"
2109,R008962,1,"sql"
2110,R008966,1,"sql"
2111,R008967,1,"sql"
2112,R008969,1,"sql"
2113,R008979,1,"sql"
2114,R008982,1,"sql"
2115,R008984,1,"sql"
2116,R008987,1,"sql"
2117,R008988,1,"sql"
2118,R008989,1,"sql"
2119,R008993,1,"sql"
2120,R008995,1,"sql"
2121,R008998,1,"sql"
2122,R009001,1,"sql"
2123,R009011,1,"sql"
2124,R009012,1,"sql"
2125,R009016,1,"sql"
2126,R009018,1,"sql"
2127,R009019,1,"sql"
2128,R009022,1,"sql"
2129,R009027,1,"sql"
2130,R009028,1,"sql"
2131,R009029,1,"sql"
2132,R009032,1,"sql"
2133,R009035,1,"sql"
2134,R009036,1,"sql"
2135,R009037,1,"sql"
2136,R009044,1,"sql"
2137,R009045,1,"sql"
2138,R009047,1,"sql"
2139,R009048,1,"sql"
2140,R009054,1,"sql"
2141,R009056,1,"sql"
2142,R009057,1,"sql"
2143,R009062,1,"sql"
2144,R009064,1,"sql"
2145,R009067,1,"sql"
2146,R009074,1,"sql"
2147,R009076,1,"sql"
2148,R009078,1,"sql"
2149,R009080,1,"sql"
2150,R009081,1,"sql"
2151,R009086,1,"sql"
2152,R009098,1,"sql"
2153,R009102,1,"sql"
2154,R009103,1,"sql"
2155,R009104,1,"sql"
2156,R009107,1,"sql"
2157,R009112,1,"sql"
2158,R009118,1,"sql"
2159,R009120,1,"sql"
2160,R009121,1,"sql"
2161,R009122,1,"sql"
2162,R009123,1,"sql"
2163,R009126,1,"sql"
2164,R009127,1,"sql"
2165,R009128,1,"sql"
2166,R009130,1,"sql"
2167,R009132,1,"sql"
2168,R009137,1,"sql"
2169,R009138,1,"sql"
2170,R009147,1,"sql"
2171,R009150,1,"sql"
2172,R009151,1,"sql"
2173,R009159,1,"sql"
2174,R009164,1,"sql"
2175,R009166,1,"sql"
2176,R009168,1,"sql"
2177,R009173,1,"sql"
2178,R009176,1,"sql"
2179,R009178,1,"sql"
2180,R009182,1,"sql"
2181,R009185,1,"sql"
2182,R009186,1,"sql"
2183,R009192,1,"sql"
2184,R009194,1,"sql"
2185,R009198,1,"sql"
2186,R009199,1,"sql"
2187,R009202,1,"sql"
2188,R009205,1,"sql"
2189,R009213,1,"sql"
2190,R009222,1,"sql"
2191,R009243,1,"sql"
2192,R009244,1,"sql"
2193,R009246,1,"sql"
2194,R009250,1,"sql"
2195,R009252,1,"sql"
2196,R009253,1,"sql"
2197,R009255,1,"sql"
2198,R009257,1,"sql"
2199,R009258,1,"sql"
2200,R009261,1,"sql"
2201,R009262,1,"sql"
2202,R009263,1,"sql"
2203,R009264,1,"sql"
2204,R009268,1,"sql"
2205,R009272,1,"sql"
2206,R009276,1,"sql"
2207,R009282,1,"sql"
2208,R009284,1,"sql"
2209,R009294,1,"sql"
2210,R009296,1,"sql"
2211,R009297,1,"sql"
2212,R009299,1,"sql"
2213,R009309,1,"sql"
2214,R009313,1,"sql"
2215,R009321,1,"sql"
2216,R009322,1,"sql"
2217,R009325,1,"sql"
2218,R009329,1,"sql"
2219,R009332,1,"sql"
2220,R009340,1,"sql"
2221,R009345,1,"sql"
2222,R009353,1,"sql"
2223,R009355,1,"sql"
2224,R009357,1,"sql"
2225,R009362,1,"sql"
2226,R009363,1,"sql"
2227,R009366,1,"sql"
2228,R009367,1,"sql"
2229,R009373,1,"sql"
2230,R009380,1,"sql"
2231,R009381,1,"sql"
2232,R009385,1,"sql"
2233,R009386,1,"sql"
2234,R009388,1,"sql"
2235,R009391,1,"sql"
2236,R009405,1,"sql"
2237,R009407,1,"sql"
2238,R009408,1,"sql"
2239,R009412,1,"sql"
2240,R009421,1,"sql"
2241,R009425,1,"sql"
2242,R009430,1,"sql"
2243,R009431,1,"sql"
2244,R009436,1,"sql"
2245,R009441,1,"sql"
2246,R009444,1,"sql"
2247,R009446,1,"sql"
2248,R009448,1,"sql"
2249,R009453,1,"sql"
2250,R009462,1,"sql"
2251,R009464,1,"sql"
2252,R009472,1,"sql"
2253,R009473,1,"sql"
2254,R009482,1,"sql"
2255,R009486,1,"sql"
2256,R009487,1,"sql"
2257,R009488,1,"sql"
2258,R009496,1,"sql"
2259,R009497,1,"sql"
2260,R009499,1,"sql"
2261,R009502,1,"sql"
2262,R009506,1,"sql"
2263,R009509,1,"sql"
2264,R009519,1,"sql"
2265,R009521,1,"sql"
2266,R009524,1,"sql"
2267,R009525,1,"sql"
2268,R009526,1,"sql"
2269,R009527,1,"sql"
2270,R009532,1,"sql"
2271,R009535,1,"sql"
2272,R009536,1,"sql"
2273,R009538,1,"sql"
2274,R009541,1,"sql"
2275,R009546,1,"sql"
2276,R009549,1,"sql"
2277,R009550,1,"sql"
2278,R009552,1,"sql"
2279,R009556,1,"sql"
2280,R009558,1,"sql"
2281,R009559,1,"sql"
2282,R009561,1,"sql"
2283,R009572,1,"sql"
2284,R009577,1,"sql"
2285,R009582,1,"sql"
2286,R009584,1,"sql"
2287,R009599,1,"sql"
2288,R009606,1,"sql"
2289,R009613,1,"sql"
2290,R009616,1,"sql"
2291,R009618,1,"sql"
2292,R009623,1,"sql"
2293,R009626,1,"sql"
2294,R009627,1,"sql"
2295,R009636,1,"sql"
2296,R009637,1,"sql"
2297,R009647,1,"sql"
2298,R009650,1,"sql"
2299,R009657,1,"sql"
2300,R009663,1,"sql"
2301,R009666,1,"sql"
2302,R009671,1,"sql"
2303,R009675,1,"sql"
2304,R009679,1,"sql"
2305,R009687,1,"sql"
2306,R009688,1,"sql"
2307,R009690,1,"sql"
2308,R009694,1,"sql"
2309,R009702,1,"sql"
2310,R009709,1,"sql"
2311,R009710,1,"sql"
2312,R009712,1,"sql"
2313,R009715,1,"sql"
2314,R009718,1,"sql"
2315,R009729,1,"sql"
2316,R009736,1,"sql"
2317,R009738,1,"sql"
2318,R009741,1,"sql"
2319,R009744,1,"sql"
2320,R009747,1,"sql"
2321,R009759,1,"sql"
2322,R009761,1,"sql"
2323,R009762,1,"sql"
2324,R009769,1,"sql"
2325,R009773,1,"sql"
2326,R009774,1,"sql"
2327,R009781,1,"sql"
2328,R009782,1,"sql"
2329,R009783,1,"sql"
2330,R009785,1,"sql"
2331,R009792,1,"sql"
2332,R009795,1,"sql"
2333,R009798,1,"sql"
2334,R009807,1,"sql"
2335,R009808,1,"sql"
2336,R009809,1,"sql"
2337,R009813,1,"sql"
2338,R009820,1,"sql"
2339,R009823,1,"sql"
2340,R009827,1,"sql"
2341,R009834,1,"sql"
2342,R009840,1,"sql"
2343,R009846,1,"sql"
2344,R009847,1,"sql"
2345,R009851,1,"sql"
2346,R009854,1,"sql"
2347,R009860,1,"sql"
2348,R009861,1,"sql"
2349,R009867,1,"sql"
2350,R009880,1,"sql"
2351,R009882,1,"sql"
2352,R009895,1,"sql"
2353,R009897,1,"sql"
2354,R009904,1,"sql"
2355,R009905,1,"sql"
2356,R009911,1,"sql"
2357,R009915,1,"sql"
2358,R009926,1,"sql"
2359,R009927,1,"sql"
2360,R009934,1,"sql"
2361,R009938,1,"sql"
2362,R009941,1,"sql"
2363,R009948,1,"sql"
2364,R009963,1,"sql"
2365,R009964,1,"sql"
2366,R009979,1,"sql"
2367,R009980,1,"sql"
2368,R009981,1,"sql"
2369,R009982,1,"sql"
2370,R009983,1,"sql"
2371,R009988,1,"sql"
2372,R009997,1,"sql"
