Rank,ResumeID,Score,Query
1065,R004467,1,"sql"
1066,R004468,1,"sql"
1067,R004472,1,"sql"
1068,R004478,1,"sql"
1069,R004480,1,"sql"
1070,R004485,1,"sql"
1071,R004489,1,"sql"
1072,R004499,1,"sql"
1073,R004506,1,"sql"
1074,R004511,1,"sql"
1075,R004512,1,"sql"
1076,R004523,1,"sql"
1077,R004525,1,"sql"
1078,R004529,1,"sql"
1079,R004532,1,"sql"
1080,R004537,1,"sql"
1081,R004539,1,"sql"
1082,R004551,1,"sql"
1083,R004552,1,"sql"
1084,R004553,1,"sql"
1085,R004555,1,"sql"
1086,R004564,1,"sql"
1087,R004565,1,"sql"
1088,R004570,1,"sql"
1089,R004575,1,"sql"
1090,R004576,1,"sql"
1091,R004579,1,"sql"
1092,R004584,1,"sql"
1093,R004586,1,"sql"
1094,R004587,1,"sql"
1095,R004589,1,"sql"
1096,R004591,1,"sql"
1097,R004595,1,"sql"
1098,R004598,1,"sql"
1099,R004600,1,"sql"
1100,R004605,1,"sql"
1101,R004617,1,"sql"
1102,R004621,1,"sql"
1103,R004622,1,"sql"
1104,R004623,1,"sql"
1105,R004626,1,"sql"
1106,R004632,1,"sql"
1107,R004633,1,"sql"
1108,R004638,1,"sql"
1109,R004639,1,"sql"
1110,R004642,1,"sql"
1111,R004644,1,"sql"
1112,R004650,1,"sql"
1113,R004659,1,"sql"
1114,R004663,1,"sql"
1115,R004678,1,"sql"
1116,R004679,1,"sql"
1117,R004690,1,"sql"
1118,R004697,1,"sql"
1119,R004699,1,"sql"
1120,R004702,1,"sql"
1121,R004703,1,"sql"
1122,R004711,1,"sql"
1123,R004724,1,"sql"
1124,R004731,1,"sql"
1125,R004734,1,"sql"
1126,R004741,1,"sql"
1127,R004743,1,"sql"
1128,R004750,1,"sql"
1129,R004762,1,"sql"
1130,R004765,1,"sql"
1131,R004767,1,"sql"
1132,R004772,1,"sql"
1133,R004776,1,"sql"
1134,R004779,1,"sql"
1135,R004780,1,"sql"
1136,R004783,1,"sql"
1137,R004784,1,"sql"
1138,R004790,1,"sql"
1139,R004791,1,"sql"
1140,R004794,1,"sql"
1141,R004795,1,"sql"
1142,R004797,1,"sql"
1143,R004804,1,"sql"
1144,R004814,1,"sql"
1145,R004821,1,"sql"
1146,R004825,1,"sql"
1147,R004831,1,"sql"
1148,R004841,1,"sql"
1149,R004843,1,"sql"
1150,R004845,1,"sql"
1151,R004847,1,"sql"
1152,R004848,1,"sql"
1153,R004855,1,"sql"
1154,R004859,1,"sql"
1155,R004864,1,"sql"
1156,R004870,1,"sql"
1157,R004871,1,"sql"
1158,R004872,1,"sql"
1159,R004880,1,"sql"
1160,R004884,1,"sql"
1161,R004886,1,"sql"
1162,R004889,1,"sql"
1163,R004891,1,"sql"
1164,R004895,1,"sql"
1165,R004906,1,"sql"
1166,R004907,1,"sql"
1167,R004909,1,"sql"
1168,R004916,1,"sql"
1169,R004930,1,"sql"
1170,R004931,1,"sql"
1171,R004936,1,"sql"
1172,R004944,1,"sql"
1173,R004948,1,"sql"
1174,R004949,1,"sql"
1175,R004951,1,"sql"
1176,R004961,1,"sql"
1177,R004967,1,"sql"
1178,R004968,1,"sql"
1179,R004975,1,"sql"
1180,R004983,1,"sql"
1181,R004994,1,"sql"
1182,R005004,1,"sql"
1183,R005007,1,"sql"
1184,R005015,1,"sql"
1185,R005018,1,"sql"
1186,R005020,1,"sql"
1187,R005022,1,"sql"
1188,R005026,1,"sql"
1189,R005034,1,"sql"
1190,R005042,1,"sql"
1191,R005044,1,"sql"
1192,R005046,1,"sql"
1193,R005047,1,"sql"
1194,R005049,1,"sql"
1195,R005054,1,"sql"
1196,R005057,1,"sql"
1197,R005063,1,"sql"
1198,R005064,1,"sql"
1199,R005067,1,"sql"
1200,R005068,1,"sql"
1201,R005071,1,"sql"
1202,R005072,1,"sql"
1203,R005075,1,"sql"
1204,R005078,1,"sql"
1205,R005082,1,"sql"
1206,R005083,1,"sql"
1207,R005087,1,"sql"
1208,R005093,1,"sql"
1209,R005094,1,"sql"
1210,R005096,1,"sql"
1211,R005100,1,"sql"
1212,R005103,1,"sql"
1213,R005115,1,"sql"
1214,R005120,1,"sql"
1215,R005126,1,"sql"
1216,R005136,1,"sql"
1217,R005138,1,"sql"
1218,R005144,1,"sql"
1219,R005147,1,"sql"
1220,R005149,1,"sql"
1221,R005152,1,"sql"
1222,R005159,1,"sql"
1223,R005180,1,"sql"
1224,R005182,1,"sql"
1225,R005184,1,"sql"
1226,R005186,1,"sql"
1227,R005189,1,"sql"
1228,R005190,1,"sql"
1229,R005191,1,"sql"
1230,R005199,1,"sql"
1231,R005200,1,"sql"
1232,R005203,1,"sql"
1233,R005206,1,"sql"
1234,R005213,1,"sql"
1235,R005216,1,"sql"
1236,R005223,1,"sql"
1237,R005226,1,"sql"
1238,R005231,1,"sql"
1239,R005236,1,"sql"
1240,R005238,1,"sql"
1241,R005242,1,"sql"
1242,R005245,1,"sql"
1243,R005253,1,"sql"
1244,R005259,1,"sql"
1245,R005266,1,"sql"
1246,R005273,1,"sql"
1247,R005283,1,"sql"
1248,R005293,1,"sql"
1249,R005303,1,"sql"
1250,R005305,1,"sql"
1251,R005312,1,"sql"
1252,R005313,1,"sql"
1253,R005314,1,"sql"
1254,R005315,1,"sql"
1255,R005316,1,"sql"
1256,R005329,1,"sql"
1257,R005336,1,"sql"
1258,R005344,1,"sql"
1259,R005350,1,"sql"
1260,R005352,1,"sql"
1261,R005353,1,"sql"
1262,R005354,1,"sql"
1263,R005358,1,"sql"
1264,R005359,1,"sql"
1265,R005367,1,"sql"
1266,R005368,1,"sql"
1267,R005385,1,"sql"
1268,R005386,1,"sql"
1269,R005388,1,"sql"
1270,R005391,1,"sql"
1271,R005397,1,"sql"
1272,R005405,1,"sql"
1273,R005406,1,"sql"
1274,R005407,1,"sql"
1275,R005414,1,"sql"
1276,R005416,1,"sql"
1277,R005418,1,"sql"
1278,R005419,1,"sql"
1279,R005424,1,"sql"
1280,R005429,1,"sql"
1281,R005433,1,"sql"
1282,R005435,1,"sql"
1283,R005445,1,"sql"
1284,R005448,1,"sql"
1285,R005449,1,"sql"
1286,R005451,1,"sql"
1287,R005453,1,"sql"
1288,R005465,1,"sql"
1289,R005467,1,"sql"
1290,R005473,1,"sql"
1291,R005474,1,"sql"
1292,R005476,1,"sql"
1293,R005480,1,"sql"
1294,R005485,1,"sql"
1295,R005489,1,"sql"
1296,R005493,1,"sql"
1297,R005494,1,"sql"
1298,R005497,1,"sql"
1299,R005500,1,"sql"
1300,R005508,1,"sql"
1301,R005510,1,"sql"
1302,R005512,1,"sql"
1303,R005513,1,"sql"
1304,R005517,1,"sql"
1305,R005520,1,"sql"
1306,R005524,1,"sql"
1307,R005529,1,"sql"
1308,R005531,1,"sql"
1309,R005533,1,"sql"
1310,R005534,1,"sql"
1311,R005538,1,"sql"
1312,R005547,1,"sql"
1313,R005549,1,"sql"
1314,R005562,1,"sql"
1315,R005567,1,"sql"
1316,R005570,1,"sql"
1317,R005578,1,"sql"
1318,R005580,1,"sql"
1319,R005592,1,"sql"
1320,R005594,1,"sql"
1321,R005597,1,"sql"
1322,R005610,1,"sql"
1323,R005613,1,"sql"
1324,R005617,1,"sql"
1325,R005631,1,"sql"
1326,R005632,1,"sql"
1327,R005636,1,"sql"
1328,R005637,1,"sql"
1329,R005645,1,"sql"
1330,R005649,1,"sql"
1331,R005662,1,"sql"
1332,R005663,1,"sql"
1333,R005667,1,"sql"
1334,R005668,1,"sql"
1335,R005675,1,"sql"
1336,R005676,1,"sql"
1337,R005682,1,"sql"
1338,R005684,1,"sql"
1339,R005687,1,"sql"
1340,R005688,1,"sql"
1341,R005689,1,"sql"
1342,R005694,1,"sql"
1343,R005702,1,"sql"
1344,R005708,1,"sql"
1345,R005717,1,"sql"
1346,R005719,1,"sql"
1347,R005720,1,"sql"
1348,R005723,1,"sql"
1349,R005724,1,"sql"
1350,R005733,1,"sql"
1351,R005736,1,"sql"
1352,R005741,1,"sql"
1353,R005744,1,"sql"
1354,R005748,1,"sql"
1355,R005756,1,"sql"
1356,R005764,1,"sql"
1357,R005765,1,"sql"
1358,R005767,1,"sql"
1359,R005780,1,"sql"
1360,R005789,1,"sql"
1361,R005792,1,"sql"
1362,R005800,1,"sql"
1363,R005811,1,"sql"
1364,R005814,1,"sql"
1365,R005815,1,"sql"
1366,R005822,1,"sql"
1367,R005829,1,"sql"
1368,R005836,1,"sql"
1369,R005837,1,"sql"
1370,R005838,1,"sql"
1371,R005841,1,"sql"
1372,R005847,1,"sql"
1373,R005853,1,"sql"
1374,R005854,1,"sql"
1375,R005857,1,"sql"
1376,R005864,1,"sql"
1377,R005866,1,"sql"
1378,R005868,1,"sql"
1379,R005872,1,"sql"
1380,R005873,1,"sql"
1381,R005875,1,"sql"
1382,R005876,1,"sql"
1383,R005879,1,"sql"
1384,R005881,1,"sql"
1385,R005884,1,"sql"
1386,R005885,1,"sql"
1387,R005897,1,"sql"
1388,R005907,1,"sql"
1389,R005927,1,"sql"
1390,R005933,1,"sql"
1391,R005937,1,"sql"
1392,R005938,1,"sql"
1393,R005939,1,"sql"
1394,R005943,1,"sql"
1395,R005945,1,"sql"
1396,R005947,1,"sql"
1397,R005955,1,"sql"
1398,R005963,1,"sql"
1399,R005964,1,"sql"
1400,R005973,1,"sql"
1401,R005978,1,"sql"
1402,R005980,1,"sql"
1403,R005982,1,"sql"
1404,R005987,1,"sql"
1405,R005993,1,"sql"
1406,R006000,1,"sql"
1407,R006007,1,"sql"
1408,R006012,1,"sql"
1409,R006014,1,"sql"
1410,R006025,1,"sql"
1411,R006027,1,"sql"
1412,R006036,1,"sql"
1413,R006037,1,"sql"
1414,R006038,1,"sql"
1415,R006040,1,"sql"
1416,R006052,1,"sql"
1417,R006054,1,"sql"
1418,R006063,1,"sql"
1419,R006064,1,"sql"
1420,R006069,1,"sql"
1421,R006070,1,"sql"
1422,R006071,1,"sql"
1423,R006074,1,"sql"
1424,R006078,1,"sql"
1425,R006080,1,"sql"
1426,R006084,1,"sql"
1427,R006090,1,"sql"
1428,R006091,1,"sql"
1429,R006098,1,"sql"
1430,R006100,1,"sql"
1431,R006101,1,"sql"
1432,R006102,1,"sql"
1433,R006122,1,"sql"
1434,R006125,1,"sql"
1435,R006127,1,"sql"
1436,R006134,1,"sql"
1437,R006140,1,"sql"
1438,R006141,1,"sql"
1439,R006145,1,"sql"
1440,R006149,1,"sql"
1441,R006151,1,"sql"
1442,R006160,1,"sql"
1443,R006162,1,"sql"
1444,R006167,1,"sql"
1445,R006171,1,"sql"
1446,R006173,1,"sql"
1447,R006177,1,"sql"
1448,R006186,1,"sql"
1449,R006187,1,"sql"
1450,R006193,1,"sql"
1451,R006194,1,"sql"
1452,R006196,1,"sql"
1453,R006202,1,"sql"
1454,R006207,1,"sql"
1455,R006208,1,"sql"
1456,R006211,1,"sql"
1457,R006214,1,"sql"
1458,R006216,1,"sql"
1459,R006220,1,"sql"
1460,R006223,1,"sql"
1461,R006231,1,"sql"
1462,R006242,1,"sql"
1463,R006243,1,"sql"
1464,R006246,1,"sql"
1465,R006247,1,"sql"
1466,R006254,1,"sql"
1467,R006255,1,"sql"
1468,R006260,1,"sql"
1469,R006266,1,"sql"
1470,R006268,1,"sql"
1471,R006269,1,"sql"
1472,R006270,1,"sql"
1473,R006271,1,"sql"
1474,R006276,1,"sql"
1475,R006278,1,"sql"
1476,R006282,1,"sql"
1477,R006290,1,"sql"
1478,R006292,1,"sql"
1479,R006298,1,"sql"
1480,R006305,1,"sql"
1481,R006316,1,"sql"
1482,R006318,1,"sql"
1483,R006331,1,"sql"
1484,R006341,1,"sql"
1485,R006342,1,"sql"
1486,R006344,1,"sql"
1487,R006348,1,"sql"
1488,R006352,1,"sql"
1489,R006355,1,"sql"
1490,R006358,1,"sql"
1491,R006361,1,"sql"
1492,R006365,1,"sql"
1493,R006368,1,"sql"
1494,R006369,1,"sql"
1495,R006371,1,"sql"
1496,R006373,1,"sql"
1497,R006374,1,"sql"
1498,R006378,1,"sql"
1499,R006383,1,"sql"
1500,R006387,1,"sql"
1501,R006392,1,"sql"
1502,R006394,1,"sql"
1503,R006396,1,"sql"
1504,R006404,1,"sql"
1505,R006406,1,"sql"
1506,R006409,1,"sql"
1507,R006415,1,"sql"
1508,R006418,1,"sql"
1509,R006420,1,"sql"
1510,R006430,1,"sql"
1511,R006433,1,"sql"
1512,R006441,1,"sql"
1513,R006455,1,"sql"
1514,R006456,1,"sql"
1515,R006458,1,"sql"
1516,R006465,1,"sql"
1517,R006470,1,"sql"
1518,R006471,1,"sql"
1519,R006473,1,"sql"
1520,R006476,1,"sql"
1521,R006477,1,"sql"
1522,R006479,1,"sql"
1523,R006482,1,"sql"
1524,R006483,1,"sql"
1525,R006485,1,"sql"
1526,R006489,1,"sql"
1527,R006490,1,"sql"
1528,R006495,1,"sql"
1529,R006498,1,"sql"
1530,R006504,1,"sql"
1531,R006506,1,"sql"
1532,R006509,1,"sql"
1533,R006511,1,"sql"
1534,R006514,1,"sql"
1535,R006515,1,"sql"
1536,R006516,1,"sql"
1537,R006520,1,"sql"
1538,R006522,1,"sql"
1539,R006533,1,"sql"
1540,R006534,1,"sql"
1541,R006536,1,"sql"
1542,R006538,1,"sql"
1543,R006539,1,"sql"
1544,R006542,1,"sql"
1545,R006543,1,"sql"
1546,R006554,1,"sql"
1547,R006555,1,"sql"
1548,R006559,1,"sql"
1549,R006564,1,"sql"
1550,R006568,1,"sql"
1551,R006574,1,"sql"
1552,R006576,1,"sql"
1553,R006579,1,"sql"
1554,R006580,1,"sql"
1555,R006582,1,"sql"
1556,R006584,1,"sql"
1557,R006593,1,"sql"
1558,R006594,1,"sql"
1559,R006600,1,"sql"
1560,R006609,1,"sql"
1561,R006620,1,"sql"
1562,R006622,1,"sql"
1563,R006623,1,"sql"
1564,R006634,1,"sql"
1565,R006635,1,"sql"
1566,R006645,1,"sql"
1567,R006647,1,"sql"
1568,R006649,1,"sql"
1569,R006650,1,"sql"
1570,R006652,1,"sql"
1571,R006659,1,"sql"
1572,R006663,1,"sql"
1573,R006665,1,"sql"
1574,R006679,1,"sql"
1575,R006686,1,"sql"
1576,R006691,1,"sql"
1577,R006693,1,"sql"
1578,R006701,1,"sql"
1579,R006705,1,"sql"
1580,R006712,1,"sql"
1581,R006716,1,"sql"
1582,R006717,1,"sql"
1583,R006725,1,"sql"
1584,R006733,1,"sql"
1585,R006743,1,"sql"
1586,R006745,1,"sql"
1587,R006750,1,"sql"
1588,R006752,1,"sql"
1589,R006753,1,"sql"
1590,R006759,1,"sql"
1591,R006760,1,"sql"
1592,R006766,1,"sql"
1593,R006769,1,"sql"
1594,R006771,1,"sql"
1595,R006772,1,"sql"
1596,R006777,1,"sql"
1597,R006778,1,"sql"
1598,R006782,1,"sql"
1599,R006796,1,"sql"
1600,R006802,1,"sql"
1601,R006803,1,"sql"
1602,R006814,1,"sql"
1603,R006820,1,"sql"
1604,R006826,1,"sql"
1605,R006827,1,"sql"
1606,R006833,1,"sql"
1607,R006839,1,"sql"
1608,R006841,1,"sql"
1609,R006847,1,"sql"
1610,R006851,1,"sql"
1611,R006856,1,"sql"
1612,R006859,1,"sql"
1613,R006860,1,"sql"
1614,R006863,1,"sql"
1615,R006864,1,"sql"
1616,R006865,1,"sql"
1617,R006874,1,"sql"
1618,R006876,1,"sql"
1619,R006877,1,"sql"
1620,R006881,1,"sql"
1621,R006884,1,"sql"
1622,R006886,1,"sql"
1623,R006888,1,"sql"
1624,R006899,1,"sql"
1625,R006908,1,"sql"
1626,R006911,1,"sql"
1627,R006923,1,"sql"
1628,R006936,1,"sql"
1629,R006943,1,"sql"
1630,R006944,1,"sql"
1631,R006951,1,"sql"
1632,R006955,1,"sql"
1633,R006956,1,"sql"
1634,R006963,1,"sql"
1635,R006965,1,"sql"
1636,R006966,1,"sql"
1637,R006969,1,"sql"
1638,R006974,1,"sql"
1639,R006975,1,"sql"
1640,R006980,1,"sql"
1641,R006988,1,"sql"
1642,R006995,1,"sql"
1643,R006996,1,"sql"
1644,R007002,1,"sql"
1645,R007007,1,"sql"
1646,R007013,1,"sql"
1647,R007020,1,"sql"
1648,R007021,1,"sql"
1649,R007023,1,"sql"
1650,R007030,1,"sql"
1651,R007032,1,"sql"
1652,R007040,1,"sql"
1653,R007049,1,"sql"
1654,R007060,1,"sql"
1655,R007062,1,"sql"
1656,R007064,1,"sql"
1657,R007067,1,"sql"
1658,R007068,1,"sql"
1659,R007075,1,"sql"
1660,R007080,1,"sql"
1661,R007086,1,"sql"
1662,R007094,1,"sql"
1663,R007096,1,"sql"
1664,R007101,1,"sql"
1665,R007102,1,"sql"
1666,R007103,1,"sql"
1667,R007109,1,"sql"
1668,R007113,1,"sql"
1669,R007114,1,"sql"
1670,R007115,1,"sql"
1671,R007126,1,"sql"
1672,R007129,1,"sql"
1673,R007134,1,"sql"
1674,R007139,1,"sql"
1675,R007141,1,"sql"
1676,R007147,1,"sql"
1677,R007148,1,"sql"
1678,R007150,1,"sql"
1679,R007153,1,"sql"
1680,R007154,1,"sql"
1681,R007155,1,"sql"
1682,R007157,1,"sql"
1683,R007161,1,"sql"
1684,R007164,1,"sql"
1685,R007166,1,"sql"
1686,R007170,1,"sql"
1687,R007173,1,"sql"
1688,R007180,1,"sql"
1689,R007187,1,"sql"
1690,R007188,1,"sql"
1691,R007195,1,"sql"
1692,R007200,1,"sql"
1693,R007204,1,"sql"
1694,R007208,1,"sql"
1695,R007212,1,"sql"
1696,R007216,1,"sql"
1697,R007217,1,"sql"
1698,R007218,1,"sql"
1699,R007219,1,"sql"
1700,R007220,1,"sql"
1701,R007221,1,"sql"
1702,R007225,1,"sql"
1703,R007226,1,"sql"
1704,R007230,1,"sql"
1705,R007232,1,"sql"
1706,R007242,1,"sql"
1707,R007246,1,"sql"
1708,R007247,1,"sql"
1709,R007249,1,"sql"
1710,R007255,1,"sql"
1711,R007260,1,"sql"
1712,R007262,1,"sql"
1713,R007267,1,"sql"
1714,R007268,1,"sql"
1715,R007269,1,"sql"
1716,R007275,1,"sql"
1717,R007277,1,"sql"
1718,R007280,1,"sql"
1719,R007283,1,"sql"
1720,R007290,1,"sql"
1721,R007297,1,"sql"
1722,R007302,1,"sql"
1723,R007306,1,"sql"
1724,R007310,1,"sql"
1725,R007332,1,"sql"
1726,R007337,1,"sql"
1727,R007343,1,"sql"
1728,R007351,1,"sql"
1729,R007357,1,"sql"
1730,R007365,1,"sql"
1731,R007375,1,"sql"
1732,R007376,1,"sql"
1733,R007379,1,"sql"
1734,R007381,1,"sql"
1735,R007382,1,"sql"
1736,R007386,1,"sql"
1737,R007388,1,"sql"
1738,R007392,1,"sql"
1739,R007404,1,"sql"
1740,R007408,1,"sql"
1741,R007415,1,"sql"
1742,R007416,1,"sql"
1743,R007422,1,"sql"
1744,R007433,1,"sql"
1745,R007434,1,"sql"
1746,R007436,1,"sql"
1747,R007440,1,"sql"
1748,R007448,1,"sql"
1749,R007455,1,"sql"
1750,R007458,1,"sql"
1751,R007459,1,"sql"
1752,R007461,1,"sql"
1753,R007462,1,"sql"
1754,R007472,1,"sql"
1755,R007474,1,"sql"
1756,R007475,1,"sql"
1757,R007479,1,"sql"
1758,R007494,1,"sql"
1759,R007501,1,"sql"
1760,R007503,1,"sql"
1761,R007504,1,"sql"
1762,R007509,1,"sql"
1763,R007514,1,"sql"
1764,R007515,1,"sql"
1765,R007521,1,"sql"
1766,R007523,1,"sql"
1767,R007525,1,"sql"
1768,R007528,1,"sql"
1769,R007529,1,"sql"
1770,R007531,1,"sql"
1771,R007532,1,"sql"
1772,R007534,1,"sql"
1773,R007543,1,"sql"
1774,R007552,1,"sql"
1775,R007553,1,"sql"
1776,R007560,1,"sql"
1777,R007571,1,"sql"
1778,R007573,1,"sql"
1779,R007577,1,"sql"
1780,R007580,1,"sql"
1781,R007584,1,"sql"
1782,R007585,1,"sql"
1783,R007597,1,"sql"
1784,R007599,1,"sql"
1785,R007608,1,"sql"
1786,R007611,1,"sql"
1787,R007614,1,"sql"
1788,R007617,1,"sql"
1789,R007618,1,"sql"
1790,R007620,1,"sql"
1791,R007627,1,"sql"
1792,R007629,1,"sql"
1793,R007632,1,"sql"
1794,R007635,1,"sql"
1795,R007636,1,"sql"
1796,R007637,1,"sql"
1797,R007640,1,"sql"
1798,R007643,1,"sql"
1799,R007647,1,"sql"
1800,R007652,1,"sql"
1801,R007659,1,"sql"
1802,R007662,1,"sql"
1803,R007663,1,"sql"
1804,R007665,1,"sql"
1805,R007667,1,"sql"
1806,R007672,1,"sql"
1807,R007673,1,"sql"
1808,R007676,1,"sql"
1809,R007677,1,"sql"
1810,R007678,1,"sql"
1811,R007692,1,"sql"
1812,R007693,1,"sql"
1813,R007695,1,"sql"
1814,R007699,1,"sql"
1815,R007700,1,"sql"
1816,R007714,1,"sql"
1817,R007721,1,"sql"
1818,R007724,1,"sql"
1819,R007730,1,"sql"
1820,R007742,1,"sql"
1821,R007749,1,"sql"
1822,R007766,1,"sql"
1823,R007770,1,"sql"
1824,R007771,1,"sql"
1825,R007779,1,"sql"
1826,R007788,1,"sql"
1827,R007793,1,"sql"
1828,R007794,1,"sql"
1829,R007799,1,"sql"
1830,R007803,1,"sql"
1831,R007809,1,"sql"
1832,R007816,1,"sql"
1833,R007819,1,"sql"
1834,R007820,1,"sql"
1835,R007821,1,"sql"
1836,R007823,1,"sql"
1837,R007835,1,"sql"
1838,R007848,1,"sql"
1839,R007850,1,"sql"
1840,R007851,1,"sql"
1841,R007853,1,"sql"
1842,R007857,1,"sql"
1843,R007859,1,"sql"
1844,R007864,1,"sql"
1845,R007870,1,"sql"
1846,R007875,1,"sql"
1847,R007876,1,"sql"
1848,R007877,1,"sql"
1849,R007889,1,"sql"
1850,R007893,1,"sql"
1851,R007897,1,"sql"
1852,R007908,1,"sql"
1853,R007909,1,"sql"
1854,R007913,1,"sql"
1855,R007924,1,"sql"
1856,R007930,1,"sql"
1857,R007942,1,"sql"
1858,R007943,1,"sql"
1859,R007946,1,"sql"
1860,R007951,1,"sql"
1861,R007956,1,"sql"
1862,R007965,1,"sql"
1863,R007967,1,"sql"
1864,R007971,1,"sql"
1865,R007975,1,"sql"
1866,R007976,1,"sql"
1867,R007977,1,"sql"
1868,R007980,1,"sql"
1869,R007988,1,"sql"
1870,R007991,1,"sql"
1871,R007992,1,"sql"
1872,R007998,1,"sql"
1873,R008001,1,"sql"
1874,R008003,1,"sql"
1875,R008004,1,"sql"
1876,R008005,1,"sql"
1877,R008010,1,"sql"
1878,R008015,1,"sql"
1879,R008026,1,"sql"
1880,R008027,1,"sql"
1881,R008030,1,"sql"
1882,R008031,1,"sql"
1883,R008057,1,"sql"
1884,R008065,1,"sql"
1885,R008066,1,"sql"
1886,R008075,1,"sql"
1887,R008079,1,"sql"
1888,R008080,1,"sql"
1889,R008088,1,"sql"
1890,R008091,1,"sql"
1891,R008096,1,"sql"
1892,R008097,1,"sql"
1893,R008101,1,"sql"
1894,R008102,1,"sql"
1895,R008109,1,"sql"
1896,R008112,1,"sql"
1897,R008116,1,"sql"
1898,R008121,1,"sql"
1899,R008124,1,"sql"
1900,R008126,1,"sql"
1901,R008130,1,"sql"
1902,R008134,1,"sql"
1903,R008138,1,"sql"
1904,R008141,1,"sql"
1905,R008143,1,"sql"
1906,R008145,1,"sql"
1907,R008157,1,"sql"
1908,R008158,1,"sql"
1909,R008161,1,"sql"
1910,R008165,1,"sql"
1911,R008166,1,"sql"
1912,R008173,1,"sql"
1913,R008178,1,"sql"
1914,R008180,1,"sql"
1915,R008181,1,"sql"
1916,R008188,1,"sql"
1917,R008193,1,"sql"
1918,R008196,1,"sql"
1919,R008202,1,"sql"
1920,R008203,1,"sql"
1921,R008204,1,"sql"
1922,R008206,1,"sql"
1923,R008207,1,"sql"
1924,R008209,1,"sql"
1925,R008210,1,"sql"
1926,R008214,1,"sql"
1927,R008216,1,"sql"
1928,R008220,1,"sql"
1929,R008223,1,"sql"
1930,R008226,1,"sql"
1931,R008230,1,"sql"
1932,R008231,1,"sql"
1933,R008232,1,"sql"
1934,R008237,1,"sql"
1935,R008239,1,"sql"
1936,R008245,1,"sql"
1937,R008246,1,"sql"
1938,R008261,1,"sql"
1939,R008270,1,"sql"
1940,R008274,1,"sql"
1941,R008278,1,"sql"
1942,R008283,1,"sql"
1943,R008287,1,"sql"
1944,R008294,1,"sql"
1945,R008301,1,"sql"
1946,R008302,1,"sql"
1947,R008304,1,"sql"
1948,R008313,1,"sql"
1949,R008315,1,"sql"
1950,R008323,1,"sql"
1951,R008326,1,"sql"
1952,R008332,1,"sql"
1953,R008333,1,"sql"
1954,R008336,1,"sql"
1955,R008339,1,"sql"
1956,R008344,1,"sql"
1957,R008353,1,"sql"
1958,R008354,1,"sql"
1959,R008362,1,"sql"
1960,R008363,1,"sql"
1961,R008366,1,"sql"
1962,R008371,1,"sql"
1963,R008374,1,"sql"
1964,R008376,1,"sql"
1965,R008379,1,"sql"
1966,R008380,1,"sql"
1967,R008384,1,"sql"
1968,R008386,1,"sql"
1969,R008388,1,"sql"
1970,R008393,1,"sql"
1971,R008400,1,"sql"
1972,R008403,1,"sql"
1973,R008404,1,"sql"
1974,R008406,1,"sql"
1975,R008415,1,"sql"
1976,R008416,1,"sql"
1977,R008427,1,"sql"
1978,R008433,1,"sql"
1979,R008434,1,"sql"
1980,R008440,1,"sql"
1981,R008442,1,"sql"
1982,R008444,1,"sql"
1983,R008445,1,"sql"
1984,R008452,1,"sql"
1985,R008455,1,"sql"
1986,R008459,1,"sql"
1987,R008460,1,"sql"
1988,R008464,1,"sql"
1989,R008468,1,"sql"
1990,R008469,1,"sql"
1991,R008472,1,"sql"
1992,R008475,1,"sql"
1993,R008476,1,"sql"
1994,R008478,1,"sql"
1995,R008479,1,"sql"
1996,R008480,1,"sql"
1997,R008485,1,"sql"
1998,R008487,1,"sql"
1999,R008488,1,"sql"
2000,R008502,1,"sql"
2001,R008510,1,"sql"
2002,R008511,1,"sql"
2003,R008514,1,"sql"
2004,R008516,1,"sql"
2005,R008526,1,"sql"
2006,R008530,1,"sql"
2007,R008535,1,"sql"
2008,R008539,1,"sql"
2009,R008540,1,"sql"
2010,R008543,1,"sql"
2011,R008550,1,"sql"
2012,R008555,1,"sql"
2013,R008557,1,"sql"
2014,R008562,1,"sql"
2015,R008566,1,"sql"
2016,R008568,1,"sql"
2017,R008572,1,"sql"
2018,R008574,1,"sql"
2019,R008575,1,"sql"
2020,R008583,1,"sql"
2021,R008586,1,"sql"
2022,R008593,1,"sql"
2023,R008595,1,"sql"
2024,R008597,1,"sql"
2025,R008620,1,"sql"
2026,R008633,1,"sql"
2027,R008638,1,"sql"
2028,R008646,1,"sql"
2029,R008647,1,"sql"
2030,R008649,1,"sql"
2031,R008652,1,"sql"
2032,R008656,1,"sql"
2033,R008661,1,"sql"
2034,R008662,1,"sql"
2035,R008676,1,"sql"
2036,R008678,1,"sql"
2037,R008685,1,"sql"
2038,R008689,1,"sql"
2039,R008691,1,"sql"
2040,R008695,1,"sql"
2041,R008698,1,"sql"
2042,R008707,1,"sql"
2043,R008708,1,"sql"
2044,R008710,1,"sql"
2045,R008716,1,"sql"
2046,R008718,1,"sql"
2047,R008729,1,"sql"
2048,R008731,1,"sql"
2049,R008736,1,"sql"
2050,R008737,1,"sql"
2051,R008739,1,"sql"
2052,R008746,1,"sql"
2053,R008748,1,"sql"
2054,R008754,1,"sql"
2055,R008758,1,"sql"
2056,R008759,1,"sql"
2057,R008764,1,"sql"
2058,R008769,1,"sql"
2059,R008773,1,"sql"
2060,R008775,1,"sql"
2061,R008776,1,"sql"
2062,R008782,1,"sql"
